R,G,B,freqency,id
-124,-126,90,0.28531057098765433,86
53,45,19,0.23567997685185185,86
14,9,4,0.23129918981481482,86
105,104,66,0.21278742283950616,86
108,101,39,0.02790605709876543,86
-122,127,61,0.007016782407407407,86
-62,-71,-77,0.3228183229813665,87
-116,-107,-101,0.30662698412698414,87
121,-112,-93,0.24015441683919944,87
-54,-67,-87,0.040698757763975156,87
103,102,109,0.02387336093857833,87
84,105,-126,0.018262594893029675,87
124,-98,-103,0.014599723947550035,87
114,85,96,0.013548999309868874,87
-87,-104,-126,0.012273982056590752,87
-93,-126,-124,0.007142857142857143,87
-114,-113,-112,0.23444513715710724,88
-66,-62,-62,0.15054738154613467,88
-38,-50,-77,0.14445386533665835,88
99,100,101,0.11919825436408978,88
-84,-64,-43,0.08884039900249377,88
122,-110,109,0.05207356608478803,88
27,58,51,0.03370074812967581,88
-11,-24,-52,0.03311221945137157,88
-104,-105,125,0.027478802992518703,88
86,110,77,0.025723192019950124,88
29,51,68,0.01912219451371571,88
-114,-109,-86,0.016998753117206982,88
74,99,84,0.013596009975062344,88
108,104,80,0.008726932668329176,88
90,98,120,0.008320448877805486,88
120,-112,125,0.00663216957605985,88
-13,-22,-35,0.006200748129675811,88
-98,-60,-55,0.005851620947630923,88
-83,-66,-104,0.004977556109725686,88
97,94,64,0.21466594307766523,89
40,43,32,0.2012240713941148,89
52,54,30,0.19224553786782442,89
-101,-113,105,0.15115050651230102,89
23,24,17,0.060705499276411,89
-56,-73,-119,0.0467607332368548,89
89,91,77,0.0456488181379643,89
76,87,43,0.024386155330438978,89
50,62,28,0.022664013506994693,89
-85,-109,91,0.017291365171249396,89
-53,-76,123,0.011790882778581766,89
106,93,39,0.011466473709599615,89
55,49,22,0.38878766140602583,90
96,83,52,0.15982663797226207,90
-79,-114,73,0.09869081779053085,90
108,91,31,0.09587996174079388,90
25,22,11,0.06909851745576279,90
41,38,27,0.04026542324246772,90
-121,88,29,0.022800095648015304,90
46,58,21,0.01827474892395983,90
-45,-82,102,0.017721186035389767,90
76,63,8,0.01661525585844094,90
-77,-128,61,0.015964849354375896,90
-67,-125,44,0.012803682448589192,90
83,92,27,0.01130439980870397,90
-76,-116,47,0.010708990913438547,90
77,45,18,0.008041606886657102,90
-104,-123,90,0.007759445241511238,90
75,85,38,0.005456719273075084,90
-117,-106,-108,0.3108929806362379,91
45,51,51,0.20487033195020746,91
88,95,93,0.18572354771784233,91
66,101,93,0.11370159059474412,91
117,-110,-123,0.10254581604426002,91
29,62,58,0.059114799446749654,91
69,96,115,0.009859094052558783,91
28,50,66,0.009409578146611341,91
113,-118,-100,0.0038822614107883817,91
18,19,10,0.48887190684133913,92
32,34,23,0.15392012372634645,92
44,43,19,0.13852711062590975,92
92,83,39,0.08493176855895196,92
94,84,30,0.07845069141193595,92
-47,-53,-91,0.018992903930131005,92
26,27,5,0.01542212518195051,92
-95,-117,73,0.012567321688500728,92
-106,-114,100,0.008316048034934497,92
-69,-72,-77,0.18516682257561584,93
-103,-105,-102,0.17580916744621142,93
51,45,54,0.08128157156220767,93
76,94,121,0.07956033676333021,93
100,94,103,0.06828110383536015,93
70,39,49,0.05966557530402245,93
34,53,79,0.05764187714374805,93
114,82,93,0.051500623635796695,93
117,-117,-94,0.03350327408793265,93
43,101,117,0.03334346741502962,93
107,-106,-102,0.027302775179295292,93
-89,-123,-118,0.023401933270969753,93
82,31,28,0.017332397879638292,93
7,71,85,0.013662301216089804,93
92,-117,-104,0.013586685375740568,93
-55,103,64,0.01177814156532585,93
21,56,105,0.011612098534455878,93
59,111,115,0.007914717804801996,93
-83,72,40,0.0075,93
57,44,71,0.006585594013096351,93
-102,63,57,0.006225444340505145,93
-72,-123,116,0.006159962581852198,93
-79,-103,-124,0.0060827876520112255,93
51,89,-113,0.0058808855628313065,93
-122,77,65,0.004926722793888369,93
106,31,29,0.004293732460243218,93
14,11,15,0.28144489437981995,94
83,95,101,0.15242836140414226,94
-127,-109,-104,0.14052513476567538,94
-65,-55,-54,0.1352557323772923,94
48,49,53,0.11394856980733022,94
76,93,112,0.03091227979675531,94
-25,-19,-23,0.027672745092981867,94
43,53,74,0.026759691522013875,94
117,-107,-107,0.019553274354543345,94
-99,-117,106,0.011457016842485363,94
64,37,41,0.010995331562250136,94
110,91,64,0.010404683913234118,94
118,-117,-98,0.00980887776946687,94
-94,-60,-62,0.008147842459570297,94
83,40,29,0.006574501560444662,94
18,19,37,0.00549637615743726,94
68,51,35,0.004472414949317789,94
39,14,18,0.004142271285238967,94
-59,-60,-66,0.2612158054711246,95
86,97,-128,0.2015839243498818,95
93,91,93,0.06823286052009456,95
-104,-105,-105,0.06593042890915231,95
-104,-114,106,0.05313154339750084,95
121,-122,-92,0.044718844984802435,95
61,61,64,0.035591016548463354,95
113,99,75,0.03359506923336711,95
-92,76,64,0.03314336372847011,95
-86,-101,86,0.030603681188787573,95
-63,120,65,0.020117359000337724,95
-62,-68,-97,0.0192629179331307,95
58,64,87,0.01704660587639311,95
-71,122,104,0.01636271529888551,95
-113,85,71,0.016143194866599122,95
-82,82,52,0.013420297196892942,95
-62,106,90,0.01322272880783519,95
-63,-77,108,0.011796690307328606,95
-85,-120,-116,0.011253799392097264,95
123,89,94,0.010027017899358325,95
96,111,81,0.008280141843971632,95
-63,102,64,0.007814083080040527,95
122,-116,109,0.007505910165484634,95
-54,-64,-71,0.300678784685634,96
67,97,124,0.13548911134527572,96
-108,-111,-110,0.12210660344221988,96
103,99,102,0.09457235686687741,96
113,-115,-90,0.05826396206533193,96
-47,-65,-84,0.05175008781173165,96
61,49,49,0.04021426062521953,96
33,65,96,0.031949420442571125,96
51,110,-126,0.020352125043905867,96
73,44,45,0.020183526519142958,96
118,85,86,0.01921584123638918,96
-74,-120,122,0.016523533544081488,96
-125,86,76,0.014665437302423603,96
83,45,36,0.014325605900948366,96
95,-104,-105,0.010674394099051633,96
-85,-108,-126,0.008901475237091675,96
-87,-121,-123,0.008587987355110642,96
90,-111,-95,0.008573059360730594,96
-98,-75,-56,0.008209518791710573,96
-40,-84,-102,0.007572883737267299,96
-100,-63,-63,0.007190024587284861,96
-12,-82,14,0.15082502492522432,97
63,95,125,0.11114240611498837,97
-111,-107,-108,0.1017073778664008,97
123,-96,119,0.09720255898969757,97
27,53,83,0.0909230641409106,97
-56,-67,-93,0.08835244267198404,97
-62,-68,-79,0.047706048521103356,97
-92,-101,125,0.03626370887337986,97
-61,-117,124,0.03562229976736457,97
83,-105,100,0.03116982386174809,97
-11,-68,31,0.02734130940511798,97
-95,-70,-107,0.025270854104353604,97
-26,-73,75,0.01720671319375208,97
116,25,29,0.01677633765370555,97
-34,-102,5,0.014175805915586573,97
-38,-74,111,0.013415586573612496,97
-96,61,62,0.012846460618145563,97
-78,42,33,0.012205882352941176,97
-76,-106,82,0.01146144898637421,97
-48,-113,27,0.010889830508474576,97
-92,50,29,0.009997507477567297,97
-70,67,5,0.008200398803589233,97
-53,109,108,0.008129777334662679,97
-39,106,16,0.007330508474576271,97
-21,-84,60,0.007198404785643071,97
-63,-106,44,0.006638418079096045,97
-49,-57,-63,0.24631352961794603,98
-106,-108,-100,0.18696985629162285,98
127,-108,-85,0.09782509638976516,98
84,98,125,0.09093936207500876,98
-35,-50,-71,0.0703689099193831,98
-99,-72,-52,0.05220469681037505,98
101,98,107,0.05207939011566772,98
39,51,73,0.03258850332982825,98
48,48,57,0.02853049421661409,98
-93,-128,-121,0.024605678233438486,98
124,91,103,0.02400105152471083,98
15,20,38,0.02084384858044164,98
67,40,52,0.01565019277953032,98
-87,77,75,0.011865580091132142,98
-73,126,114,0.00999123729407641,98
101,-104,-83,0.008315807921486154,98
113,-102,-100,0.006487907465825447,98
-14,-21,-33,0.005594987732211707,98
36,91,-114,0.0054819488257974065,98
102,87,115,0.005036803364879074,98
58,43,70,0.004305117420259376,98
-51,-53,-58,0.31121806829777,99
-113,-110,-105,0.12162140901796671,99
84,97,120,0.09368805261005003,99
47,58,64,0.07845995136357302,99
88,95,101,0.07305016024848629,99
112,-103,-117,0.045605640387113594,99
-49,-56,-87,0.0433929526626421,99
41,58,77,0.04162190347332413,99
-128,-122,-98,0.04129151739359096,99
62,103,98,0.030359558945821177,99
-45,-79,-62,0.021028961598798922,99
-89,82,75,0.017293576125897325,99
-21,-22,-31,0.015658502159870902,99
-70,-118,-102,0.013954878701110727,99
-98,-66,-84,0.013346923363914649,99
-91,-99,126,0.009843032899261464,99
-102,-127,-87,0.007634840223493822,99
-98,79,97,0.0064009493542862535,99
-126,83,90,0.005034454548315031,99
-51,-69,121,0.004978266439516872,99
-112,82,73,0.004516400185196006,99
38,44,43,0.2576320628552324,100
20,25,26,0.1585648612504179,100
87,95,88,0.14144600468070878,100
-123,-110,-121,0.09545887662988967,100
99,95,73,0.0769391507856904,100
76,103,89,0.04380558341691742,100
120,-111,-128,0.03964142427281846,100
123,-111,113,0.03302240053493815,100
62,55,36,0.0318547308592444,100
86,107,76,0.02480775660314276,100
29,54,47,0.024706619859578737,100
-119,-117,115,0.02412988966900702,100
73,93,115,0.020534938147776665,100
37,50,69,0.017552657973921765,100
-87,-73,-86,0.00990304246071548,100
92,94,119,0.2605034887408817,101
46,48,56,0.17726688867745005,101
-109,-111,-100,0.1460640659689185,101
-123,-123,-98,0.1215802410402791,101
51,55,77,0.10211227402473834,101
95,91,97,0.07816920393276244,101
-107,-116,111,0.04814383127180463,101
111,100,73,0.03760307643514114,101
116,82,83,0.016657944814462415,101
122,80,70,0.011898985093561687,101
85,95,-126,0.30218860580325546,102
-123,-120,-91,0.22549009200283085,102
-111,-112,-100,0.12133227176220807,102
47,57,88,0.10583687190375088,102
92,90,-121,0.05819709837225761,102
102,101,111,0.047265569709837224,102
-72,-70,-60,0.0412862703467799,102
80,87,-111,0.03927016985138004,102
56,51,89,0.027525654635527246,102
45,53,109,0.013837579617834396,102
-126,126,-87,0.012872434536447276,102
77,92,-112,0.004897381457891012,102
103,97,105,0.5316228505291005,103
49,50,55,0.2781762566137566,103
-123,-127,-116,0.1252248677248677,103
87,92,112,0.03186838624338624,103
45,51,69,0.026489748677248678,103
-125,-128,-106,0.006617890211640212,103
-119,-116,-107,0.26907341471685314,104
88,98,-125,0.19375211936249576,104
-126,-123,-96,0.1630993557138013,104
89,104,109,0.1490946083418108,104
41,55,84,0.08835791793828417,104
-100,-118,106,0.029786368260427264,104
76,103,96,0.023546117327907765,104
73,83,-117,0.022108341810783316,104
114,94,66,0.021032553407934893,104
92,92,-118,0.018298575788402847,104
44,55,108,0.009658358765683283,104
45,52,96,0.00634028484231943,104
-119,-128,-91,0.005851983723296032,104
42,42,33,0.5065992907801419,105
47,46,27,0.32389125295508275,105
104,88,56,0.04816903073286052,105
26,25,26,0.04537706855791962,105
88,87,78,0.032312056737588656,105
-128,99,48,0.023750591016548462,105
-102,-118,98,0.012472813238770685,105
-101,126,72,0.00742789598108747,105
-109,-107,-103,0.3837974465148378,106
-77,-74,-68,0.15857487922705313,106
52,52,52,0.15660628019323672,106
94,96,100,0.1251104209799862,106
85,95,119,0.1010964458247067,106
127,-120,-100,0.04692028985507246,106
127,-103,-119,0.012826949620427882,106
56,63,82,0.009189095928226363,106
68,97,91,0.005878191856452726,106
-45,-51,-47,0.27738987635239565,107
78,97,119,0.10905525502318393,107
-113,-115,-108,0.10711166924265843,107
91,96,102,0.10371329211746523,107
-123,-111,-84,0.10365533230293664,107
46,55,57,0.09098724884080371,107
-74,-69,-43,0.07782457496136012,107
-21,-25,-26,0.057086553323029365,107
39,61,80,0.026213292117465224,107
-23,-78,-102,0.013025502318392581,107
-44,-76,-72,0.01044242658423493,107
-27,-51,-76,0.009837712519319938,107
-80,-110,-104,0.009223338485316847,107
29,57,55,0.004433925811437403,107
-45,-50,-49,0.49535410282601294,108
43,41,44,0.0885478379298604,108
30,83,-109,0.052470207694926795,108
32,45,75,0.03895131086142322,108
-33,-75,-68,0.03626574736125298,108
13,61,120,0.03250766087844739,108
7,54,116,0.031108273748723186,108
-125,-107,-76,0.016797752808988764,108
-123,82,58,0.015693735103847462,108
74,92,125,0.015101293837248893,108
46,103,93,0.013924923391215526,108
-104,-108,-103,0.013495062989445012,108
93,90,92,0.013487402110997616,108
96,44,35,0.012758767449778686,108
-66,-116,-106,0.012380830779707185,108
58,-102,124,0.012325502213142662,108
-40,115,112,0.012204630575417092,108
-34,80,54,0.011884576098059244,108
-40,-53,-82,0.010312393598910452,108
-56,64,45,0.009654409261150835,108
-92,67,70,0.00837759618658495,108
17,122,96,0.008019237316990125,108
-24,-88,-102,0.007332311882873681,108
-46,123,-116,0.007178243105209398,108
123,82,92,0.006804562478719782,108
-86,-71,-47,0.006126149131767109,108
77,46,51,0.005503915560095335,108
-37,99,75,0.005431562819203269,108
66,47,19,0.316365625,109
78,43,15,0.12728645833333332,109
126,78,28,0.11797916666666666,109
105,85,49,0.09547916666666667,109
-90,-116,74,0.084246875,109
-106,-118,96,0.081796875,109
120,90,36,0.06343229166666667,109
95,52,9,0.05066770833333333,109
112,72,38,0.034264583333333334,109
-86,118,55,0.010860416666666668,109
86,59,12,0.00945,109
-55,-79,110,0.008170833333333334,109
85,94,122,0.21707142857142858,110
-107,-111,-103,0.1718888888888889,110
-128,-121,-96,0.16467989417989418,110
47,56,82,0.11692328042328043,110
-51,-60,-62,0.08404761904761905,110
97,95,107,0.07135537918871253,110
50,51,61,0.06431922398589066,110
-42,-56,-78,0.020893298059964725,110
-16,-23,-30,0.019257495590828923,110
98,-115,-117,0.01707583774250441,110
54,84,-119,0.01628395061728395,110
38,64,114,0.0074682539682539685,110
72,115,116,0.007196649029982363,110
-76,-73,-46,0.006735449735449735,110
-94,-118,-102,0.005715167548500882,110
-97,-113,-83,0.00468342151675485,110
99,91,126,0.004404761904761904,110
-81,30,29,0.18726232394366196,111
83,94,122,0.11601760563380281,111
70,31,42,0.10322359154929578,111
-78,125,-106,0.09367957746478874,111
-44,-55,-62,0.0839612676056338,111
96,10,16,0.06828169014084506,111
-45,-55,-77,0.04154577464788732,111
-88,120,-98,0.039290492957746476,111
-43,115,118,0.033419014084507044,111
123,5,7,0.03230985915492958,111
-14,-78,-86,0.03206338028169014,111
118,89,127,0.03092429577464789,111
-92,60,62,0.02570950704225352,111
75,19,21,0.022899647887323942,111
-18,-74,-74,0.01566725352112676,111
-51,-116,72,0.013850352112676056,111
-56,-121,127,0.013684859154929577,111
-79,43,57,0.011713028169014084,111
-90,48,36,0.010632042253521127,111
-50,123,-113,0.010205985915492958,111
-12,-100,-100,0.009431338028169015,111
-74,120,-92,0.004227112676056338,111
48,46,45,0.2597612781954887,112
21,18,19,0.19128571428571428,112
96,95,92,0.11742857142857142,112
106,98,69,0.09459586466165414,112
70,39,43,0.05495300751879699,112
-108,-122,100,0.05445864661654135,112
81,98,64,0.03624248120300752,112
-109,-126,68,0.029473684210526315,112
125,76,52,0.0272593984962406,112
-116,79,36,0.02462781954887218,112
126,109,50,0.024458646616541353,112
61,54,33,0.02417293233082707,112
83,41,31,0.024045112781954887,112
42,64,48,0.011780075187969925,112
64,85,68,0.007422932330827067,112
40,45,63,0.007054511278195489,112
43,67,41,0.006971804511278196,112
107,77,78,0.004007518796992481,112
-70,-55,-59,0.3626362781954887,113
91,95,97,0.12449013157894737,113
-99,-61,-67,0.11102443609022557,113
111,-93,-94,0.10221804511278196,113
-121,-107,-107,0.08143562030075188,113
92,-101,-85,0.06426456766917293,113
57,58,62,0.03818843984962406,113
-43,-46,-70,0.021823308270676692,113
113,-106,-84,0.02099389097744361,113
-25,-23,-35,0.017521146616541354,113
76,100,122,0.014753289473684211,113
43,115,-123,0.011454417293233083,113
61,116,114,0.011017387218045113,113
-122,-67,-53,0.007537593984962406,113
-100,-67,-49,0.0058670112781954884,113
44,-99,-106,0.004774436090225564,113
15,10,12,0.46423189823874755,114
67,57,34,0.17321673189823875,114
47,41,34,0.1391976516634051,114
94,81,52,0.09177837573385518,114
-29,-61,-102,0.02647504892367906,114
-27,-64,-124,0.01720890410958904,114
-35,115,84,0.012003424657534246,114
-89,-116,102,0.01038160469667319,114
81,43,27,0.00993150684931507,114
-34,121,107,0.00900440313111546,114
-18,-83,-109,0.008627690802348337,114
-80,-114,85,0.006592465753424657,114
90,76,66,0.0064310176125244615,114
121,99,46,0.005848825831702544,114
-8,-101,-117,0.005464774951076321,114
-60,-118,110,0.005310665362035225,114
-20,-82,122,0.004268590998043053,114
-59,-117,87,0.004026418786692759,114
-49,-53,-58,0.4838991935483871,115
-117,-110,-74,0.10668346774193549,115
-20,-21,-29,0.08742137096774194,115
-119,-120,-70,0.07228629032258065,115
-98,-102,-98,0.06029233870967742,115
-45,-54,-77,0.03366733870967742,115
-78,-72,-45,0.031046370967741935,115
98,98,102,0.017969758064516127,115
-64,-124,118,0.016201612903225807,115
91,101,-123,0.013274193548387096,115
90,98,-89,0.012633064516129033,115
-80,-118,-109,0.012213709677419355,115
123,-127,-61,0.0116875,115
126,87,99,0.010772177419354838,115
109,96,-116,0.008141129032258065,115
-42,-78,-72,0.005991935483870968,115
-89,-105,-127,0.005858870967741936,115
-18,-21,-47,0.005387096774193549,115
113,-123,-66,0.00457258064516129,115
-107,-108,-109,0.14329750346740638,116
-56,-65,-93,0.12980582524271844,116
35,49,76,0.09475901525658807,116
-92,-103,124,0.08039355062413314,116
94,96,99,0.06716886269070735,116
-125,-120,-89,0.06279299583911234,116
79,93,123,0.06246012482662968,116
-68,-70,-79,0.052470527045769766,116
50,53,59,0.038985783633841885,116
12,16,40,0.03196081830790569,116
-66,-119,111,0.025934466019417474,116
120,-105,-120,0.020925797503467406,116
-54,-120,90,0.02003640776699029,116
68,104,97,0.01908980582524272,116
-128,-101,119,0.01846393897364771,116
44,37,72,0.016803051317614424,116
-86,-66,-100,0.014472954230235783,116
117,85,93,0.012867545076282941,116
21,16,48,0.01274618585298197,116
70,43,54,0.011896671289875173,116
32,47,103,0.011555131761442442,116
-120,87,71,0.01032246879334258,116
75,110,74,0.00906380027739251,116
-34,-86,-116,0.008890429958391123,116
112,100,77,0.008873092926490985,116
73,85,-111,0.00842753120665742,116
95,88,-128,0.005535714285714285,116
-42,-53,-86,0.2721931659693166,117
-102,-111,-111,0.0957479079497908,117
-60,-65,-73,0.06840481171548117,117
-15,-23,-57,0.06410216178521617,117
-86,-108,118,0.05683228730822873,117
58,48,51,0.055883891213389124,117
104,91,93,0.05468619246861925,117
76,47,50,0.04165620641562064,117
110,81,85,0.03448570432357043,117
85,96,124,0.029886680613668063,117
-32,-50,-124,0.029391562064156208,117
-33,-58,86,0.028404811715481173,117
81,45,35,0.02826708507670851,117
124,80,64,0.024623430962343096,117
30,94,82,0.019227684797768478,117
-85,66,36,0.01535739191073919,117
115,94,72,0.014389818688981868,117
122,-121,-97,0.012944560669456068,117
-81,-106,88,0.009285216178521618,117
40,60,85,0.008078800557880055,117
-55,-126,74,0.007594142259414226,117
-85,126,102,0.00681834030683403,117
15,71,64,0.006033821478382148,117
-62,-48,-92,0.005840306834030683,117
-38,111,44,0.005055788005578801,117
-50,105,56,0.004808228730822873,117
-111,-110,-105,0.18030581843673327,118
-49,-58,-66,0.12368033648790747,118
-38,-53,-75,0.11632053978268489,118
82,95,118,0.11053014370837715,118
95,95,99,0.09955660708026638,118
53,51,54,0.08475727304591658,118
37,55,78,0.07204959691552751,118
-13,-22,-46,0.04221083070452156,118
-13,-23,-36,0.035256747283561166,118
123,-125,-104,0.032855765860497724,118
105,88,66,0.019572379950928847,118
-97,-109,122,0.014938661058534876,118
68,40,40,0.01384682790045566,118
118,80,63,0.011436207500876271,118
78,43,29,0.011060287416754295,118
32,62,54,0.008893270241850684,118
67,49,32,0.008793375394321767,118
65,98,91,0.008772344900105153,118
111,82,81,0.005162986330178759,118
-56,-59,-59,0.35254280510018215,119
-96,-105,-101,0.10169581056466302,119
74,38,46,0.07607741347905282,119
114,81,91,0.051683060109289615,119
-83,-119,-113,0.04087887067395264,119
83,34,28,0.03658925318761384,119
49,44,52,0.03468032786885246,119
86,96,125,0.03448816029143898,119
-126,-114,-89,0.03330054644808743,119
101,94,103,0.031290528233151184,119
37,49,72,0.02363479052823315,119
12,20,39,0.023231329690346084,119
-51,-64,-93,0.01995446265938069,119
-76,-121,117,0.016036429872495445,119
44,13,20,0.015351548269581057,119
-127,78,65,0.014253187613843352,119
-82,-107,126,0.013482695810564663,119
45,102,101,0.010163934426229508,119
-51,-83,-77,0.009967213114754098,119
-71,118,64,0.009319672131147542,119
-55,121,38,0.008623861566484517,119
-101,91,44,0.00819672131147541,119
-74,84,15,0.006904371584699453,119
99,-109,-111,0.006806921675774135,119
14,61,63,0.005812386156648452,119
102,85,113,0.005514571948998179,119
-60,99,25,0.004841530054644809,119
-24,-24,-28,0.0046775956284153,119
96,95,102,0.33677756950952825,120
45,47,53,0.29314354889097155,120
-126,-128,-124,0.1335176507341456,120
16,23,27,0.13070837238363012,120
-127,90,98,0.027646048109965637,120
43,46,64,0.02490393626991565,120
77,46,51,0.013355201499531396,120
74,82,100,0.009728209934395502,120
119,83,70,0.00880349890659169,120
-109,117,126,0.008659012808497344,120
123,97,82,0.007093095907528897,120
16,22,38,0.005663855045298345,120
8,20,20,0.18871236559139784,121
30,51,55,0.18067652329749104,121
-68,-63,-58,0.16919086021505375,121
-111,-100,-92,0.15391039426523298,121
78,92,96,0.09997132616487456,121
24,55,52,0.08897401433691757,121
25,48,62,0.03640412186379928,121
-117,-102,-82,0.03355197132616487,121
-86,-75,-55,0.01360752688172043,121
87,102,121,0.011606630824372759,121
8,23,38,0.0060161290322580645,121
54,83,79,0.005923835125448028,121
-26,-26,-25,0.00585663082437276,121
5,29,21,0.005597670250896057,121
-50,-58,-56,0.09675768203072813,122
65,36,45,0.07389779559118237,122
81,91,125,0.07084251837007348,122
101,92,-125,0.0581563126252505,122
38,52,79,0.05578991315965264,122
21,12,15,0.04776469605878424,122
-125,-117,-84,0.04447645290581162,122
56,48,54,0.044062291249165,122
-109,-109,-104,0.04330076820307281,122
94,91,98,0.033733299933199734,122
117,83,95,0.033679859719438876,122
79,93,-101,0.030164495657982633,122
40,13,16,0.029843854375417502,122
69,27,19,0.02845691382765531,122
112,-101,-112,0.026849532398129594,122
56,44,74,0.026514696058784235,122
-120,127,-87,0.024879759519038078,122
65,93,-105,0.021817802271209084,122
98,-122,-55,0.02081997327989312,122
-84,-123,-113,0.019549098196392785,122
-49,-119,124,0.01821810287241149,122
-45,118,103,0.017475784903139613,122
9,15,39,0.016055444221776887,122
-39,-72,-63,0.01427939211756847,122
37,99,115,0.013440213760855043,122
-20,-23,-21,0.011656646626586506,122
-107,-90,124,0.011322645290581163,122
-62,-62,-93,0.011090514362057447,122
-121,79,69,0.009757849031396126,122
56,104,104,0.009319472277889112,122
6,68,82,0.009179191716766868,122
22,16,48,0.008574649298597194,122
-85,-70,-113,0.006705076820307281,122
50,12,4,0.00646125584502338,122
-27,-95,-108,0.005106045424181697,122
-53,-51,-47,0.48465695859698554,123
21,18,24,0.12591423054034032,123
-111,-105,-99,0.059147163486646344,123
44,40,45,0.049205096129322175,123
117,-98,-100,0.04424256409633579,123
-122,-111,-86,0.03358392946063131,123
81,96,124,0.025308184655744075,123
-28,-27,-28,0.022551222415196085,123
93,96,101,0.021907526385464615,123
-79,-73,-51,0.02144357943573363,123
38,41,63,0.021144807316273363,123
64,36,41,0.017530393383290623,123
-76,-115,-97,0.017136888640586857,123
126,90,101,0.013512758541117602,123
69,109,112,0.009191493496241059,123
23,21,40,0.00912105128921384,123
-62,-77,-102,0.008540510341644703,123
-101,-71,-80,0.008071705308670464,123
-45,-79,-64,0.007789936480561595,123
51,41,41,0.2680979553019496,124
-62,-73,-71,0.2303459343794579,124
-94,-100,-93,0.1768390394674275,124
27,22,22,0.06219923918212078,124
68,40,42,0.04609486447931527,124
94,87,88,0.03567522586780789,124
-70,121,114,0.031556110318592484,124
-48,-65,-90,0.02598906324298621,124
120,78,82,0.025599144079885876,124
-115,-110,-88,0.015112933903946742,124
-101,54,59,0.01480979553019496,124
117,-103,104,0.01432715168806467,124
-89,-109,126,0.01305397051830718,124
-110,91,84,0.010716833095577746,124
84,97,119,0.006598906324298621,124
59,43,29,0.006469329529243937,124
120,30,36,0.006288635282929149,124
38,52,73,0.005430337612933904,124
77,39,32,0.004795530194959582,124
-60,-62,-69,0.358159604519774,125
-108,-108,-109,0.24175564971751412,125
97,99,101,0.09610028248587571,125
48,48,48,0.08898728813559321,125
122,-109,-84,0.06604237288135593,125
-56,-64,-85,0.04168220338983051,125
-18,-18,-20,0.039015536723163845,125
83,99,120,0.03710310734463277,125
-85,-103,-123,0.015019774011299435,125
43,57,77,0.009806497175141243,125
123,-105,114,0.006327683615819209,125
-116,-106,-106,0.18675836030204962,126
-61,-62,-73,0.1830951096727796,126
50,45,46,0.13467367853290182,126
98,95,95,0.1079908306364617,126
73,100,120,0.07136012225818052,126
-46,-54,-77,0.05577580007191658,126
22,20,20,0.05244066882416397,126
39,56,74,0.04469435454872348,126
109,-120,-101,0.03061938151743977,126
66,39,40,0.018409744696152464,126
-39,105,71,0.013436713412441568,126
124,-98,-103,0.010733549083063646,126
-96,-67,-80,0.009813016900395542,126
-23,88,31,0.009037216828478965,126
-90,60,36,0.008805285868392665,126
83,37,28,0.00880348795397339,126
-66,-125,109,0.008762135922330097,126
-28,-84,-107,0.008454692556634304,126
113,83,84,0.006345738942826321,126
-61,56,39,0.005957389428263214,126
-124,79,63,0.005355987055016181,126
-93,-108,123,0.005272384034519957,126
-82,-118,-115,0.005062927004674578,126
109,32,27,0.004287126932758001,126
-107,60,51,0.004054297015462064,126
-106,-107,-100,0.25988343253968255,127
-77,-75,-71,0.2140922619047619,127
-123,-115,-87,0.17214616402116403,127
89,93,126,0.11552910052910052,127
100,95,101,0.10593998015873016,127
64,57,59,0.06064236111111111,127
55,61,96,0.0273057208994709,127
80,81,126,0.017670304232804232,127
56,61,106,0.014100529100529101,127
75,83,-115,0.012690145502645503,127
37,54,79,0.1493168316831683,128
-93,-70,-42,0.14291831683168316,128
67,93,120,0.11678465346534654,128
-69,-58,-62,0.09447359735973597,128
104,-109,-116,0.0943960396039604,128
60,107,106,0.09292986798679868,128
124,-106,-78,0.06628547854785478,128
36,48,56,0.04650247524752475,128
-118,-108,-107,0.0422516501650165,128
-79,-61,-97,0.03712376237623762,128
86,97,102,0.03306683168316832,128
-90,-61,-77,0.024027227722772278,128
56,102,114,0.0180973597359736,128
-127,-97,126,0.014865511551155116,128
-67,-59,-88,0.013665841584158416,128
57,89,-114,0.013294554455445544,128
-110,-115,-116,0.41069357638888887,129
93,101,-124,0.21646961805555556,129
105,101,104,0.09065364583333334,129
119,127,-98,0.06313541666666667,129
37,43,48,0.05319444444444445,129
-69,-71,-72,0.04770659722222222,129
38,46,69,0.04048263888888889,129
17,26,31,0.030671006944444443,129
-108,-117,118,0.022453993055555555,129
15,24,42,0.009686631944444444,129
114,103,82,0.007776909722222222,129
45,46,86,0.007075520833333333,129
98,93,93,0.24536132455177462,130
-107,-107,-111,0.21544822539334066,130
61,52,56,0.16722100256128797,130
-78,-74,-81,0.10235912916209294,130
-108,-115,114,0.0895252469813392,130
108,105,78,0.07473655323819978,130
-61,-70,-98,0.03289151115989755,130
94,111,76,0.016475484815221368,130
61,40,50,0.013152213684595682,130
118,-123,95,0.01220636663007684,130
51,49,71,0.011456275155506769,130
62,51,33,0.011314489571899011,130
87,89,111,0.007852177094767654,130
-117,-120,-108,0.36600435624394967,131
43,42,41,0.23063972249112616,131
101,97,105,0.22232010325911583,131
26,25,25,0.06487415295256535,131
99,98,120,0.03371813488222007,131
-123,-126,-104,0.02744675701839303,131
78,39,43,0.016285898676992577,131
